2462.0,26.0,9.0,112.0,53.0,1.0,271.0,6.0,45.0,6.0,132.0,510.0,60.0,662.0,11.0,4.0,9.0,20.0,93.0,9.0,49.0,16.0,24.0,18.0,20.0,26.0,19.0,0.0,17.0,5.0,22.0,84.0,37.0,45.0,6.0,2.0,409.0,197.0,63.0,24.0,181.0,72.0,50.0,68.0,25.0,83.0,84.0,90.0,164.0,65.0,37.0,3.0,56.0,17.0,202.0,25.0,187.0,27.0,19.0,28.0,37.0,15.0,5.0,48.0,249.0,129.0,592.0,170.0,136.0,27.0,100.0,364.0,18.0,8.0,896.0,100.0,28.0,98.0,87.0,62.0,62.0,45.0,52.0,107.0,168.0,41.0,58.0,32.0,124.0,36.0,47.0,8.0,22.0,177.0,21.0,47.0,94.0,4.0,92.0,127.0,26.0,42.0,298.0,153.0,125.0,35.0,37.0,172.0,30.0,473.0,43.0,9.0,55.0,63.0,5.0,31.0,17.0,5.0,18.0
24.0,708.0,10.0,16.0,198.0,12.0,12.0,1.0,10.0,9.0,66.0,10.0,667.0,40.0,172.0,8.0,59.0,28.0,61.0,73.0,47.0,3.0,5.0,0.0,24.0,0.0,21.0,0.0,9.0,1.0,24.0,19.0,21.0,91.0,9.0,9.0,51.0,152.0,14.0,73.0,12.0,35.0,12.0,6.0,7.0,7.0,1.0,6.0,17.0,9.0,20.0,1.0,7.0,3.0,34.0,6.0,5.0,8.0,1.0,4.0,6.0,5.0,3.0,4.0,17.0,293.0,567.0,14.0,10.0,3.0,17.0,45.0,1.0,1.0,108.0,38.0,8.0,67.0,57.0,38.0,12.0,15.0,38.0,79.0,77.0,12.0,31.0,23.0,41.0,6.0,29.0,9.0,35.0,17.0,2.0,55.0,23.0,0.0,83.0,71.0,7.0,65.0,30.0,68.0,14.0,20.0,481.0,6.0,448.0,59.0,32.0,61.0,11.0,20.0,15.0,12.0,25.0,91.0,14.0
23.0,55.0,107.0,14.0,46.0,3.0,1.0,1.0,6.0,1.0,79.0,16.0,23.0,8.0,43.0,4.0,25.0,3.0,14.0,10.0,11.0,2.0,4.0,0.0,5.0,1.0,8.0,0.0,3.0,0.0,2.0,29.0,0.0,15.0,9.0,6.0,17.0,170.0,19.0,23.0,5.0,6.0,7.0,19.0,2.0,11.0,0.0,2.0,5.0,4.0,9.0,1.0,3.0,0.0,11.0,5.0,0.0,5.0,0.0,2.0,7.0,2.0,4.0,2.0,16.0,234.0,92.0,8.0,3.0,1.0,12.0,32.0,5.0,1.0,15.0,8.0,3.0,18.0,22.0,15.0,10.0,10.0,4.0,18.0,25.0,9.0,6.0,3.0,13.0,0.0,5.0,1.0,7.0,9.0,0.0,16.0,10.0,4.0,11.0,24.0,0.0,177.0,3.0,14.0,15.0,13.0,107.0,1.0,23.0,16.0,6.0,31.0,2.0,3.0,125.0,5.0,10.0,3.0,2.0
91.0,13.0,13.0,231.0,29.0,0.0,22.0,0.0,9.0,2.0,58.0,22.0,20.0,59.0,2.0,2.0,11.0,4.0,24.0,10.0,22.0,3.0,6.0,4.0,4.0,27.0,9.0,1.0,11.0,5.0,8.0,48.0,7.0,23.0,5.0,2.0,51.0,98.0,45.0,9.0,28.0,10.0,9.0,40.0,18.0,11.0,1.0,60.0,57.0,17.0,10.0,1.0,21.0,2.0,117.0,2.0,17.0,27.0,5.0,7.0,4.0,1.0,1.0,20.0,29.0,77.0,169.0,28.0,152.0,1.0,14.0,78.0,3.0,0.0,83.0,21.0,7.0,29.0,22.0,47.0,9.0,54.0,13.0,23.0,9.0,5.0,30.0,36.0,37.0,2.0,10.0,4.0,5.0,133.0,4.0,9.0,60.0,2.0,20.0,29.0,16.0,15.0,16.0,12.0,46.0,23.0,24.0,28.0,12.0,54.0,5.0,0.0,5.0,7.0,3.0,6.0,16.0,4.0,6.0
43.0,103.0,9.0,14.0,2366.0,42.0,10.0,1.0,7.0,1.0,54.0,22.0,294.0,28.0,17.0,4.0,798.0,163.0,899.0,607.0,487.0,65.0,34.0,498.0,64.0,10.0,315.0,15.0,24.0,3.0,45.0,36.0,36.0,277.0,5.0,2.0,13.0,259.0,15.0,380.0,28.0,18.0,6.0,10.0,6.0,14.0,3.0,12.0,52.0,27.0,6.0,3.0,13.0,22.0,87.0,2.0,5.0,13.0,6.0,3.0,4.0,17.0,8.0,4.0,13.0,167.0,894.0,12.0,4.0,2.0,26.0,51.0,14.0,1.0,180.0,51.0,11.0,41.0,28.0,31.0,20.0,15.0,28.0,84.0,43.0,23.0,37.0,44.0,36.0,0.0,17.0,5.0,18.0,10.0,5.0,66.0,12.0,0.0,258.0,642.0,14.0,38.0,37.0,56.0,20.0,70.0,48.0,8.0,93.0,64.0,175.0,5.0,29.0,29.0,9.0,25.0,59.0,77.0,34.0
4.0,9.0,1.0,1.0,48.0,11.0,0.0,0.0,0.0,4.0,3.0,0.0,18.0,2.0,0.0,0.0,42.0,6.0,16.0,30.0,26.0,3.0,0.0,11.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,3.0,5.0,1.0,41.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,17.0,32.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,7.0,9.0,0.0,3.0,1.0,1.0,1.0,10.0,3.0,0.0,24.0,2.0,4.0,4.0,4.0,1.0,0.0,1.0,2.0,19.0,1.0
476.0,19.0,3.0,53.0,18.0,1.0,237.0,5.0,80.0,8.0,107.0,142.0,23.0,88.0,5.0,2.0,4.0,8.0,29.0,7.0,7.0,16.0,10.0,3.0,14.0,20.0,9.0,0.0,14.0,26.0,14.0,79.0,13.0,26.0,42.0,2.0,466.0,54.0,61.0,4.0,83.0,21.0,37.0,82.0,9.0,191.0,66.0,42.0,50.0,12.0,128.0,14.0,21.0,3.0,122.0,31.0,14.0,11.0,9.0,23.0,56.0,4.0,0.0,15.0,155.0,66.0,219.0,173.0,49.0,16.0,39.0,679.0,5.0,1.0,258.0,21.0,13.0,48.0,60.0,18.0,14.0,11.0,46.0,103.0,59.0,16.0,37.0,11.0,53.0,14.0,34.0,4.0,25.0,44.0,4.0,19.0,18.0,3.0,34.0,41.0,24.0,14.0,58.0,101.0,18.0,18.0,20.0,29.0,8.0,119.0,22.0,5.0,8.0,25.0,0.0,15.0,17.0,1.0,23.0
8.0,0.0,0.0,1.0,2.0,0.0,2.0,59.0,44.0,1.0,0.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,7.0,0.0,42.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,17.0,1.0,1.0,3.0,1.0,8.0,3.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,44.0,1.0,0.0,1.0,13.0,6.0,15.0,0.0,0.0,0.0,2.0,108.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,4.0,12.0,2.0,4.0,6.0,1.0,2.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,24.0,1.0,1.0,4.0,1.0,0.0,10.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0
70.0,4.0,5.0,8.0,14.0,0.0,64.0,29.0,450.0,9.0,26.0,13.0,11.0,80.0,8.0,5.0,1.0,10.0,26.0,6.0,9.0,13.0,0.0,5.0,9.0,7.0,7.0,0.0,2.0,5.0,0.0,33.0,5.0,8.0,243.0,0.0,370.0,21.0,14.0,0.0,11.0,11.0,14.0,12.0,7.0,85.0,1.0,8.0,5.0,10.0,111.0,49.0,5.0,3.0,39.0,48.0,5.0,2.0,0.0,16.0,143.0,2.0,0.0,5.0,60.0,29.0,75.0,5.0,5.0,16.0,1.0,847.0,0.0,0.0,44.0,3.0,2.0,23.0,26.0,6.0,14.0,5.0,11.0,45.0,18.0,36.0,20.0,3.0,31.0,14.0,22.0,5.0,8.0,5.0,0.0,25.0,0.0,4.0,22.0,34.0,3.0,6.0,67.0,44.0,13.0,5.0,20.0,3.0,9.0,101.0,6.0,1.0,13.0,13.0,2.0,9.0,5.0,0.0,2.0
10.0,3.0,3.0,1.0,1.0,0.0,13.0,0.0,16.0,63.0,67.0,3.0,1.0,13.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,6.0,0.0,56.0,3.0,6.0,0.0,1.0,0.0,7.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,79.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,6.0,13.0,0.0,0.0,1.0,35.0,13.0,7.0,1.0,1.0,4.0,0.0,133.0,0.0,0.0,4.0,6.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,5.0,0.0,7.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,4.0,13.0,1.0,0.0,7.0,0.0,4.0,23.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
